Train Loss	Train Loss X	Train Loss U	Valid Loss	Valid Acc.	Test Loss	Test Acc.	
3.352379	3.352379	0.000000	0.000000	0.000000	2.618881	32.200000	
2.509170	2.509170	0.000000	0.000000	0.000000	2.348846	37.550000	
2.177743	2.177743	0.000000	0.000000	0.000000	2.271743	41.700000	
1.948119	1.948119	0.000000	0.000000	0.000000	2.108532	43.550000	
1.761529	1.761529	0.000000	0.000000	0.000000	2.083371	46.050000	
1.588513	1.588513	0.000000	0.000000	0.000000	2.013457	47.500000	
1.455821	1.455821	0.000000	0.000000	0.000000	2.020296	47.550000	
1.362547	1.362547	0.000000	0.000000	0.000000	1.993784	47.450000	
1.235704	1.235704	0.000000	0.000000	0.000000	1.870495	51.300000	
1.136775	1.136775	0.000000	0.000000	0.000000	1.914757	50.750000	
1.036075	1.036075	0.000000	0.000000	0.000000	1.930814	51.250000	
0.961723	0.961723	0.000000	0.000000	0.000000	1.956866	50.450000	
0.892806	0.892806	0.000000	0.000000	0.000000	1.899143	51.700000	
0.813350	0.813350	0.000000	0.000000	0.000000	2.058278	51.250000	
0.735598	0.735598	0.000000	0.000000	0.000000	2.029457	52.350000	
0.685474	0.685474	0.000000	0.000000	0.000000	1.987318	52.400000	
0.613949	0.613949	0.000000	0.000000	0.000000	1.936468	53.250000	
0.553642	0.553642	0.000000	0.000000	0.000000	2.135404	51.700000	
0.494143	0.494143	0.000000	0.000000	0.000000	2.142783	51.800000	
0.477491	0.477491	0.000000	0.000000	0.000000	2.067617	54.500000	
0.377915	0.377915	0.000000	0.000000	0.000000	2.093185	53.050000	
0.350021	0.350021	0.000000	0.000000	0.000000	2.084549	56.350000	
0.312444	0.312444	0.000000	0.000000	0.000000	2.169186	55.400000	
0.264341	0.264341	0.000000	0.000000	0.000000	2.216434	55.650000	
0.223953	0.223953	0.000000	0.000000	0.000000	2.265646	55.650000	
0.198337	0.198337	0.000000	0.000000	0.000000	2.297277	56.350000	
0.174195	0.174195	0.000000	0.000000	0.000000	2.370216	56.750000	
0.161572	0.161572	0.000000	0.000000	0.000000	2.333498	56.700000	
0.125133	0.125133	0.000000	0.000000	0.000000	2.440224	57.350000	
0.094317	0.094317	0.000000	0.000000	0.000000	2.490328	57.450000	
0.082191	0.082191	0.000000	0.000000	0.000000	2.531023	58.150000	
0.080265	0.080265	0.000000	0.000000	0.000000	2.542164	57.400000	
0.067081	0.067081	0.000000	0.000000	0.000000	2.711327	56.700000	
0.054831	0.054831	0.000000	0.000000	0.000000	2.659069	58.400000	
0.040404	0.040404	0.000000	0.000000	0.000000	2.709013	58.700000	
0.034904	0.034904	0.000000	0.000000	0.000000	2.722622	59.600000	
0.034360	0.034360	0.000000	0.000000	0.000000	2.673838	59.450000	
0.025417	0.025417	0.000000	0.000000	0.000000	2.752366	59.750000	
0.022960	0.022960	0.000000	0.000000	0.000000	2.779319	59.200000	
0.018019	0.018019	0.000000	0.000000	0.000000	2.817204	59.200000	
0.018035	0.018035	0.000000	0.000000	0.000000	2.793377	59.400000	
0.019067	0.019067	0.000000	0.000000	0.000000	2.803801	60.050000	
0.015269	0.015269	0.000000	0.000000	0.000000	2.817774	60.050000	
0.013347	0.013347	0.000000	0.000000	0.000000	2.805412	60.050000	
0.014689	0.014689	0.000000	0.000000	0.000000	2.831778	60.050000	
0.014295	0.014295	0.000000	0.000000	0.000000	2.832687	60.750000	
0.014721	0.014721	0.000000	0.000000	0.000000	2.836979	60.550000	
0.012369	0.012369	0.000000	0.000000	0.000000	2.841289	60.400000	
0.014349	0.014349	0.000000	0.000000	0.000000	2.838932	60.500000	
0.012224	0.012224	0.000000	0.000000	0.000000	2.839240	60.500000	
