Train Loss	Train Loss X	Train Loss U	Valid Loss	Valid Acc.	Test Loss	Test Acc.	
3.212102	3.212102	0.000000	4.753876	0.940000	2.743716	31.700000	
2.888982	2.888982	0.000000	4.753876	0.940000	2.669342	33.600000	
2.836686	2.836686	0.000000	4.753876	0.940000	2.642825	32.700000	
2.817924	2.817924	0.000000	4.753876	0.940000	2.571432	36.550000	
2.786728	2.786728	0.000000	4.753876	0.940000	2.618297	35.150000	
2.752589	2.752589	0.000000	4.753876	0.940000	2.636543	34.900000	
2.742390	2.742390	0.000000	4.753876	0.940000	2.604304	34.550000	
2.710055	2.710055	0.000000	4.753876	0.940000	2.615014	36.250000	
2.688123	2.688123	0.000000	4.753876	0.940000	2.552785	36.150000	
2.666633	2.666633	0.000000	4.753876	0.940000	2.618718	35.450000	
2.626356	2.626356	0.000000	4.753876	0.940000	2.570185	36.200000	
2.617294	2.617294	0.000000	4.753876	0.940000	2.532967	37.600000	
2.575384	2.575384	0.000000	4.753876	0.940000	2.580670	37.100000	
2.530221	2.530221	0.000000	4.753876	0.940000	2.502684	38.200000	
2.500303	2.500303	0.000000	4.753876	0.940000	2.528392	37.100000	
2.456167	2.456167	0.000000	4.753876	0.940000	2.479674	37.550000	
2.407745	2.407745	0.000000	4.753876	0.940000	2.504485	38.150000	
2.369269	2.369269	0.000000	4.753876	0.940000	2.455238	39.100000	
2.318129	2.318129	0.000000	4.753876	0.940000	2.453918	39.200000	
2.278839	2.278839	0.000000	4.753876	0.940000	2.408404	39.350000	
2.227469	2.227469	0.000000	4.753876	0.940000	2.387182	40.550000	
2.188020	2.188020	0.000000	4.753876	0.940000	2.364246	41.000000	
2.145746	2.145746	0.000000	4.753876	0.940000	2.327935	41.450000	
2.097012	2.097012	0.000000	4.753876	0.940000	2.315909	41.050000	
2.036656	2.036656	0.000000	4.753876	0.940000	2.276492	41.000000	
1.989191	1.989191	0.000000	4.753876	0.940000	2.248295	41.900000	
1.955724	1.955724	0.000000	4.753876	0.940000	2.239366	43.000000	
1.904863	1.904863	0.000000	4.753876	0.940000	2.216275	44.150000	
1.862874	1.862874	0.000000	4.753876	0.940000	2.206768	43.450000	
1.810373	1.810373	0.000000	4.753876	0.940000	2.186221	43.300000	
1.757247	1.757247	0.000000	4.753876	0.940000	2.169891	43.100000	
1.722571	1.722571	0.000000	4.753876	0.940000	2.164663	43.200000	
1.689790	1.689790	0.000000	4.753876	0.940000	2.146063	43.050000	
1.645542	1.645542	0.000000	4.753876	0.940000	2.129226	44.150000	
1.619519	1.619519	0.000000	4.753876	0.940000	2.133643	43.900000	
1.581593	1.581593	0.000000	4.753876	0.940000	2.121222	44.200000	
1.544652	1.544652	0.000000	4.753876	0.940000	2.109154	45.150000	
1.522957	1.522957	0.000000	4.753876	0.940000	2.108604	45.200000	
1.489740	1.489740	0.000000	4.753876	0.940000	2.096811	45.300000	
1.467099	1.467099	0.000000	4.753876	0.940000	2.092779	45.250000	
1.445536	1.445536	0.000000	4.753876	0.940000	2.091850	45.700000	
1.427447	1.427447	0.000000	4.753876	0.940000	2.087510	46.100000	
1.406256	1.406256	0.000000	4.753876	0.940000	2.080779	45.700000	
1.401296	1.401296	0.000000	4.753876	0.940000	2.082823	45.700000	
1.374415	1.374415	0.000000	4.753876	0.940000	2.080592	45.550000	
1.367622	1.367622	0.000000	4.753876	0.940000	2.079870	45.500000	
1.364822	1.364822	0.000000	4.753876	0.940000	2.078005	45.550000	
1.354509	1.354509	0.000000	4.753876	0.940000	2.078161	45.550000	
1.356094	1.356094	0.000000	4.753876	0.940000	2.077894	45.550000	
1.360588	1.360588	0.000000	4.753876	0.940000	2.077763	45.550000	
