Train Loss	Train Loss X	Train Loss U	Valid Loss	Valid Acc.	Test Loss	Test Acc.	
2.672099	2.672099	0.000000	0.000000	0.000000	2.059555	44.550000	
1.986509	1.986509	0.000000	0.000000	0.000000	1.785086	50.550000	
1.738253	1.738253	0.000000	0.000000	0.000000	1.631364	55.450000	
1.561579	1.561579	0.000000	0.000000	0.000000	1.555837	58.350000	
1.444681	1.444681	0.000000	0.000000	0.000000	1.497417	57.850000	
1.342166	1.342166	0.000000	0.000000	0.000000	1.436776	60.250000	
1.255267	1.255267	0.000000	0.000000	0.000000	1.402756	61.500000	
1.164402	1.164402	0.000000	0.000000	0.000000	1.402160	60.250000	
1.102064	1.102064	0.000000	0.000000	0.000000	1.392730	62.400000	
1.027801	1.027801	0.000000	0.000000	0.000000	1.442395	62.400000	
0.965915	0.965915	0.000000	0.000000	0.000000	1.349382	64.350000	
0.911092	0.911092	0.000000	0.000000	0.000000	1.392272	62.300000	
0.864272	0.864272	0.000000	0.000000	0.000000	1.420316	63.450000	
0.806351	0.806351	0.000000	0.000000	0.000000	1.388149	63.850000	
0.756900	0.756900	0.000000	0.000000	0.000000	1.366055	64.850000	
0.704705	0.704705	0.000000	0.000000	0.000000	1.320889	64.500000	
0.649811	0.649811	0.000000	0.000000	0.000000	1.336772	66.250000	
0.615634	0.615634	0.000000	0.000000	0.000000	1.336536	66.450000	
0.559813	0.559813	0.000000	0.000000	0.000000	1.330892	68.000000	
0.516104	0.516104	0.000000	0.000000	0.000000	1.353150	66.800000	
0.477790	0.477790	0.000000	0.000000	0.000000	1.435185	65.950000	
0.445972	0.445972	0.000000	0.000000	0.000000	1.409928	66.650000	
0.411660	0.411660	0.000000	0.000000	0.000000	1.387153	66.950000	
0.370637	0.370637	0.000000	0.000000	0.000000	1.388630	69.050000	
0.329526	0.329526	0.000000	0.000000	0.000000	1.428279	68.550000	
0.304432	0.304432	0.000000	0.000000	0.000000	1.465181	66.450000	
0.271243	0.271243	0.000000	0.000000	0.000000	1.375620	68.650000	
0.240016	0.240016	0.000000	0.000000	0.000000	1.373854	69.900000	
0.214294	0.214294	0.000000	0.000000	0.000000	1.442512	69.800000	
0.184433	0.184433	0.000000	0.000000	0.000000	1.476224	70.500000	
0.158295	0.158295	0.000000	0.000000	0.000000	1.554466	69.750000	
0.137221	0.137221	0.000000	0.000000	0.000000	1.568135	70.300000	
0.122374	0.122374	0.000000	0.000000	0.000000	1.583097	69.350000	
0.102985	0.102985	0.000000	0.000000	0.000000	1.602370	70.150000	
0.087410	0.087410	0.000000	0.000000	0.000000	1.677558	69.800000	
0.074390	0.074390	0.000000	0.000000	0.000000	1.637414	70.850000	
0.060070	0.060070	0.000000	0.000000	0.000000	1.709551	70.300000	
0.054381	0.054381	0.000000	0.000000	0.000000	1.667093	71.250000	
0.049333	0.049333	0.000000	0.000000	0.000000	1.693221	71.250000	
0.039707	0.039707	0.000000	0.000000	0.000000	1.725533	71.300000	
0.037407	0.037407	0.000000	0.000000	0.000000	1.754312	72.050000	
0.032385	0.032385	0.000000	0.000000	0.000000	1.744870	71.550000	
0.027685	0.027685	0.000000	0.000000	0.000000	1.785154	71.550000	
0.026642	0.026642	0.000000	0.000000	0.000000	1.795266	72.100000	
0.024341	0.024341	0.000000	0.000000	0.000000	1.806356	71.900000	
0.023131	0.023131	0.000000	0.000000	0.000000	1.802486	71.850000	
0.024025	0.024025	0.000000	0.000000	0.000000	1.807002	71.650000	
0.022743	0.022743	0.000000	0.000000	0.000000	1.805247	72.000000	
0.022174	0.022174	0.000000	0.000000	0.000000	1.807523	71.850000	
0.021206	0.021206	0.000000	0.000000	0.000000	1.807945	71.800000	
