Train Loss	Train Loss X	Train Loss U	Valid Loss	Valid Acc.	Test Loss	Test Acc.	
3.614523	3.614523	0.000000	4.753876	0.940000	3.037961	27.400000	
3.007340	3.007340	0.000000	4.753876	0.940000	2.876276	30.500000	
2.782571	2.782571	0.000000	4.753876	0.940000	2.908149	27.800000	
2.686463	2.686463	0.000000	4.753876	0.940000	2.809270	31.050000	
2.583393	2.583393	0.000000	4.753876	0.940000	2.803500	31.700000	
2.544657	2.544657	0.000000	4.753876	0.940000	2.847142	30.900000	
2.459199	2.459199	0.000000	4.753876	0.940000	2.776409	31.600000	
2.403878	2.403878	0.000000	4.753876	0.940000	2.776312	31.450000	
2.337202	2.337202	0.000000	4.753876	0.940000	2.761618	31.800000	
2.316172	2.316172	0.000000	4.753876	0.940000	2.735218	31.500000	
2.236352	2.236352	0.000000	4.753876	0.940000	2.739024	34.150000	
2.174110	2.174110	0.000000	4.753876	0.940000	2.733327	33.200000	
2.112441	2.112441	0.000000	4.753876	0.940000	2.805200	31.900000	
2.082973	2.082973	0.000000	4.753876	0.940000	2.752806	32.350000	
2.046163	2.046163	0.000000	4.753876	0.940000	2.748960	32.850000	
1.985158	1.985158	0.000000	4.753876	0.940000	2.735092	34.600000	
1.924893	1.924893	0.000000	4.753876	0.940000	2.742154	34.800000	
1.865931	1.865931	0.000000	4.753876	0.940000	2.714246	34.950000	
1.768012	1.768012	0.000000	4.753876	0.940000	2.736538	34.550000	
1.719314	1.719314	0.000000	4.753876	0.940000	2.752065	34.750000	
1.638222	1.638222	0.000000	4.753876	0.940000	2.725160	34.900000	
1.581425	1.581425	0.000000	4.753876	0.940000	2.699247	35.450000	
1.500393	1.500393	0.000000	4.753876	0.940000	2.713449	36.200000	
1.456164	1.456164	0.000000	4.753876	0.940000	2.735202	35.200000	
1.392744	1.392744	0.000000	4.753876	0.940000	2.767925	35.250000	
1.346862	1.346862	0.000000	4.753876	0.940000	2.736044	35.900000	
1.276998	1.276998	0.000000	4.753876	0.940000	2.720728	35.900000	
1.209480	1.209480	0.000000	4.753876	0.940000	2.732817	35.700000	
1.167558	1.167558	0.000000	4.753876	0.940000	2.761105	35.650000	
1.109771	1.109771	0.000000	4.753876	0.940000	2.786033	34.900000	
1.032207	1.032207	0.000000	4.753876	0.940000	2.777087	34.900000	
1.007505	1.007505	0.000000	4.753876	0.940000	2.767835	36.750000	
0.945906	0.945906	0.000000	4.753876	0.940000	2.789016	35.650000	
0.929484	0.929484	0.000000	4.753876	0.940000	2.795781	36.950000	
0.899941	0.899941	0.000000	4.753876	0.940000	2.805347	36.050000	
0.862002	0.862002	0.000000	4.753876	0.940000	2.807735	36.800000	
0.831283	0.831283	0.000000	4.753876	0.940000	2.820599	36.250000	
0.814191	0.814191	0.000000	4.753876	0.940000	2.819522	36.400000	
0.793002	0.793002	0.000000	4.753876	0.940000	2.806502	36.750000	
0.768251	0.768251	0.000000	4.753876	0.940000	2.821353	36.800000	
0.749063	0.749063	0.000000	4.753876	0.940000	2.823041	36.800000	
0.739117	0.739117	0.000000	4.753876	0.940000	2.826197	36.400000	
0.724749	0.724749	0.000000	4.753876	0.940000	2.827878	36.750000	
0.708384	0.708384	0.000000	4.753876	0.940000	2.826367	36.650000	
0.693067	0.693067	0.000000	4.753876	0.940000	2.827532	36.200000	
0.680596	0.680596	0.000000	4.753876	0.940000	2.830431	36.150000	
0.686153	0.686153	0.000000	4.753876	0.940000	2.833367	36.200000	
0.691968	0.691968	0.000000	4.753876	0.940000	2.833704	36.250000	
0.706429	0.706429	0.000000	4.753876	0.940000	2.833273	36.400000	
0.686316	0.686316	0.000000	4.753876	0.940000	2.833347	36.300000	
